Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word
ق و م,40,32,وَيَاقَوْمِ
ا ن ن,40,32,إِنِّي
خ و ف,40,32,أَخَافُ
ع ل ي,40,32,عَلَيْكُمْ
ي و م,40,32,يَوْمَ
ن د ي,40,32,التَّنَادِ
ي و م,40,33,يَوْمَ
و ل ي,40,33,تُوَلُّونَ
د ب ر,40,33,مُدْبِرِينَ
م ا,40,33,مَا
ل,40,33,لَكُمْ
م ن,40,33,مِنَ
ا ل ه,40,33,اللَّهِ
م ن,40,33,مِنْ
ع ص م,40,33,عَاصِمٍ
م ن,40,33,وَمَنْ
ض ل ل,40,33,يُضْلِلِ
ا ل ه,40,33,اللَّهُ
م ا,40,33,فَمَا
ل,40,33,لَهُ
م ن,40,33,مِنْ
ه د ي,40,33,هَادٍ
ق د,40,34,وَلَقَدْ
ج ي ا,40,34,جَاءَكُمْ
ي س ف,40,34,يُوسُفُ
م ن,40,34,مِنْ
ق ب ل,40,34,قَبْلُ
ب ي ن,40,34,بِالْبَيِّنَاتِ
م ا,40,34,فَمَا
ز ي ل,40,34,زِلْتُمْ
ف ي,40,34,فِي
ش ك ك,40,34,شَكٍّ
م م ا,40,34,مِمَّا
ج ي ا,40,34,جَاءَكُمْ
ب,40,34,بِهِ
ح ت ت ي,40,34,حَتَّى
ا ذ ا,40,34,إِذَا
ه ل ك,40,34,هَلَكَ
ق و ل,40,34,قُلْتُمْ
ل ن,40,34,لَنْ
ب ع ث,40,34,يَبْعَثَ
ا ل ه,40,34,اللَّهُ
م ن,40,34,مِنْ
ب ع د,40,34,بَعْدِهِ
ر س ل,40,34,رَسُولًا
ذ ل ك,40,34,كَذَلِكَ
ض ل ل,40,34,يُضِلُّ
ا ل ه,40,34,اللَّهُ
م ن,40,34,مَنْ
ه و,40,34,هُوَ
س ر ف,40,34,مُسْرِفٌ
ر ي ب,40,34,مُرْتَابٌ
ا ل ل ذ,40,35,الَّذِينَ
ج د ل,40,35,يُجَادِلُونَ
ف ي,40,35,فِي
ا ي ا,40,35,ءَايَاتِ
ا ل ه,40,35,اللَّهِ
غ ي ر,40,35,بِغَيْرِ
س ل ط,40,35,سُلْطَانٍ
ا ت ي,40,35,أَتَاهُمْ
ك ب ر,40,35,كَبُرَ
م ق ت,40,35,مَقْتًا
ع ن د,40,35,عِنْدَ
ا ل ه,40,35,اللَّهِ
ع ن د,40,35,وَعِنْدَ
ا ل ل ذ,40,35,الَّذِينَ
ا م ن,40,35,ءَامَنُوا
ذ ل ك,40,35,كَذَلِكَ
ط ب ع,40,35,يَطْبَعُ
ا ل ه,40,35,اللَّهُ
ع ل ي,40,35,عَلَى
ك ل ل,40,35,كُلِّ
ق ل ب,40,35,قَلْبِ
ك ب ر,40,35,مُتَكَبِّرٍ
ج ب ر,40,35,جَبَّارٍ
ق و ل,40,36,وَقَالَ
ف ر ع,40,36,فِرْعَوْنُ
ه م ن,40,36,يَاهَامَانُ
ب ن ا,40,36,ابْنِ
ل,40,36,لِي
ص ر ح,40,36,صَرْحًا
ل ع ل ل,40,36,لَعَلِّي
ب ل غ,40,36,أَبْلُغُ
س ب ب,40,36,الْأَسْبَابَ
س ب ب,40,37,أَسْبَابَ
س م و,40,37,السَّمَاوَاتِ
ط ل ع,40,37,فَأَطَّلِعَ
ا ل ي,40,37,إِلَى
ا ل ه,40,37,إِلَهِ
م و س,40,37,مُوسَى
ا ن ن,40,37,وَإِنِّي
ظ ن ن,40,37,لَأَظُنُّهُ
ك ذ ب,40,37,كَاذِبًا
ذ ل ك,40,37,وَكَذَلِكَ
ز ي ن,40,37,زُيِّنَ
ف ر ع,40,37,لِفِرْعَوْنَ
س و ا,40,37,سُوءُ
ع م ل,40,37,عَمَلِهِ
ص د د,40,37,وَصُدَّ
ع ن,40,37,عَنِ
س ب ل,40,37,السَّبِيلِ
م ا,40,37,وَمَا
ك ي د,40,37,كَيْدُ
ف ر ع,40,37,فِرْعَوْنَ
ا ل ل ا,40,37,إِلَّا
ف ي,40,37,فِي
ت ب ب,40,37,تَبَابٍ
ق و ل,40,38,وَقَالَ
ا ل ل ذ,40,38,الَّذِي
ا م ن,40,38,ءَامَنَ
ق و م,40,38,يَاقَوْمِ
ت ب ع,40,38,اتَّبِعُونِ
ه د ي,40,38,أَهْدِكُمْ
س ب ل,40,38,سَبِيلَ
ر ش د,40,38,الرَّشَادِ
ق و م,40,39,يَاقَوْمِ
ا ن ن م,40,39,إِنَّمَا
ه ا ذ,40,39,هَذِهِ
ح ي ي,40,39,الْحَيَوةُ
د ن و,40,39,الدُّنْيَا
م ت ع,40,39,مَتَاعٌ
ا ن ن,40,39,وَإِنَّ
ا خ ر,40,39,الْءَاخِرَةَ
ه ي,40,39,هِيَ
د و ر,40,39,دَارُ
ق ر ر,40,39,الْقَرَارِ
م ن,40,40,مَنْ
ع م ل,40,40,عَمِلَ
س و ا,40,40,سَيِّئَةً
ل ا,40,40,فَلَا
ج ز ي,40,40,يُجْزَى
ا ل ل ا,40,40,إِلَّا
م ث ل,40,40,مِثْلَهَا
م ن,40,40,وَمَنْ
ع م ل,40,40,عَمِلَ
ص ل ح,40,40,صَالِحًا
م ن,40,40,مِنْ
ذ ك ر,40,40,ذَكَرٍ
ا و,40,40,أَوْ
ا ن ث,40,40,أُنْثَى
ه و,40,40,وَهُوَ
ا م ن,40,40,مُؤْمِنٌ
ا و ل ا,40,40,فَأُولَئِكَ
د خ ل,40,40,يَدْخُلُونَ
ج ن ن,40,40,الْجَنَّةَ
ر ز ق,40,40,يُرْزَقُونَ
ف ي,40,40,فِيهَا
غ ي ر,40,40,بِغَيْرِ
ح س ب,40,40,حِسَابٍ
ق و م,40,41,وَيَاقَوْمِ
م ا,40,41,مَا
ل,40,41,لِي
د ع و,40,41,أَدْعُوكُمْ
ا ل ي,40,41,إِلَى
ن ج و,40,41,النَّجَوةِ
د ع و,40,41,وَتَدْعُونَنِي
ا ل ي,40,41,إِلَى
ن و ر,40,41,النَّارِ
د ع و,40,42,تَدْعُونَنِي
ك ف ر,40,42,لِأَكْفُرَ
ا ل ه,40,42,بِاللَّهِ
ش ر ك,40,42,وَأُشْرِكَ
ب,40,42,بِهِ
م ا,40,42,مَا
ل ي س,40,42,لَيْسَ
ل,40,42,لِي
ب,40,42,بِهِ
ع ل م,40,42,عِلْمٌ
ا ن ا,40,42,وَأَنَا
د ع و,40,42,أَدْعُوكُمْ
ا ل ي,40,42,إِلَى
ع ز ز,40,42,الْعَزِيزِ
غ ف ر,40,42,الْغَفَّارِ
ل ا,40,43,لَا
ج ر م,40,43,جَرَمَ
ا ن ن م,40,43,أَنَّمَا
د ع و,40,43,تَدْعُونَنِي
ا ل ي,40,43,إِلَيْهِ
ل ي س,40,43,لَيْسَ
ل,40,43,لَهُ
د ع و,40,43,دَعْوَةٌ
ف ي,40,43,فِي
د ن و,40,43,الدُّنْيَا
ل ا,40,43,وَلَا
ف ي,40,43,فِي
ا خ ر,40,43,الْءَاخِرَةِ
ا ن ن,40,43,وَأَنَّ
ر د د,40,43,مَرَدَّنَا
ا ل ي,40,43,إِلَى
ا ل ه,40,43,اللَّهِ
ا ن ن,40,43,وَأَنَّ
س ر ف,40,43,الْمُسْرِفِينَ
ه م,40,43,هُمْ
ص ح ب,40,43,أَصْحَابُ
ن و ر,40,43,النَّارِ
ذ ك ر,40,44,فَسَتَذْكُرُونَ
م ا,40,44,مَا
ق و ل,40,44,أَقُولُ
ل,40,44,لَكُمْ
ف و ض,40,44,وَأُفَوِّضُ
ا م ر,40,44,أَمْرِي
ا ل ي,40,44,إِلَى
ا ل ه,40,44,اللَّهِ
ا ن ن,40,44,إِنَّ
ا ل ه,40,44,اللَّهَ
ب ص ر,40,44,بَصِيرٌ
ع ب د,40,44,بِالْعِبَادِ
و ق ي,40,45,فَوَقَاهُ
ا ل ه,40,45,اللَّهُ
س و ا,40,45,سَيِّئَاتِ
م ا,40,45,مَا
م ك ر,40,45,مَكَرُوا
ح ي ق,40,45,وَحَاقَ
ا و ل,40,45,بِءَالِ
ف ر ع,40,45,فِرْعَوْنَ
س و ا,40,45,سُوءُ
ع ذ ب,40,45,الْعَذَابِ
ن و ر,40,46,النَّارُ
ع ر ض,40,46,يُعْرَضُونَ
ع ل ي,40,46,عَلَيْهَا
غ د و,40,46,غُدُوًّا
ع ش ي,40,46,وَعَشِيًّا
ي و م,40,46,وَيَوْمَ
ق و م,40,46,تَقُومُ
س و ع,40,46,السَّاعَةُ
د خ ل,40,46,أَدْخِلُوا
ا و ل,40,46,ءَالَ
ف ر ع,40,46,فِرْعَوْنَ
ش د د,40,46,أَشَدَّ
ع ذ ب,40,46,الْعَذَابِ
ا ذ,40,47,وَإِذْ
ح ج ج,40,47,يَتَحَاجُّونَ
ف ي,40,47,فِي
ن و ر,40,47,النَّارِ
ق و ل,40,47,فَيَقُولُ
ض ع ف,40,47,الضُّعَفَاءُ
ا ل ل ذ,40,47,لِلَّذِينَ
ك ب ر,40,47,اسْتَكْبَرُوا
ا ن ن,40,47,إِنَّا
ك و ن,40,47,كُنَّا
ل,40,47,لَكُمْ
ت ب ع,40,47,تَبَعًا
ه ل,40,47,فَهَلْ
ا ن ت م,40,47,أَنْتُمْ
غ ن ي,40,47,مُغْنُونَ
ع ن,40,47,عَنَّا
ن ص ب,40,47,نَصِيبًا
م ن,40,47,مِنَ
ن و ر,40,47,النَّارِ
ق و ل,40,48,قَالَ
ا ل ل ذ,40,48,الَّذِينَ
ك ب ر,40,48,اسْتَكْبَرُوا
ا ن ن,40,48,إِنَّا
ك ل ل,40,48,كُلٌّ
ف ي,40,48,فِيهَا
ا ن ن,40,48,إِنَّ
ا ل ه,40,48,اللَّهَ
ق د,40,48,قَدْ
ح ك م,40,48,حَكَمَ
ب ي ن,40,48,بَيْنَ
ع ب د,40,48,الْعِبَادِ
ق و ل,40,49,وَقَالَ
ا ل ل ذ,40,49,الَّذِينَ
ف ي,40,49,فِي
ن و ر,40,49,النَّارِ
خ ز ن,40,49,لِخَزَنَةِ
ج ه ن م,40,49,جَهَنَّمَ
د ع و,40,49,ادْعُوا
ر ب ب,40,49,رَبَّكُمْ
خ ف ف,40,49,يُخَفِّفْ
ع ن,40,49,عَنَّا
ي و م,40,49,يَوْمًا
م ن,40,49,مِنَ
ع ذ ب,40,49,الْعَذَابِ
ق و ل,40,50,قَالُوا
ل م,40,50,أَوَلَمْ
ك و ن,40,50,تَكُ
ا ت ي,40,50,تَأْتِيكُمْ
ر س ل,40,50,رُسُلُكُمْ
ب ي ن,40,50,بِالْبَيِّنَاتِ
ق و ل,40,50,قَالُوا
ب ل ي,40,50,بَلَى
ق و ل,40,50,قَالُوا
د ع و,40,50,فَادْعُوا
م ا,40,50,وَمَا
د ع و,40,50,دُعَؤُا
ك ف ر,40,50,الْكَافِرِينَ
ا ل ل ا,40,50,إِلَّا
ف ي,40,50,فِي
ض ل ل,40,50,ضَلَالٍ
ا ن ن,40,51,إِنَّا
ن ص ر,40,51,لَنَنْصُرُ
ر س ل,40,51,رُسُلَنَا
ا ل ل ذ,40,51,وَالَّذِينَ
ا م ن,40,51,ءَامَنُوا
ف ي,40,51,فِي
ح ي ي,40,51,الْحَيَوةِ
د ن و,40,51,الدُّنْيَا
ي و م,40,51,وَيَوْمَ
ق و م,40,51,يَقُومُ
ش ه د,40,51,الْأَشْهَادُ
ي و م,40,52,يَوْمَ
ل ا,40,52,لَا
ن ف ع,40,52,يَنْفَعُ
ظ ل م,40,52,الظَّالِمِينَ
ع ذ ر,40,52,مَعْذِرَتُهُمْ
ل,40,52,وَلَهُمُ
ل ع ن,40,52,اللَّعْنَةُ
ل,40,52,وَلَهُمْ
س و ا,40,52,سُوءُ
د و ر,40,52,الدَّارِ
ق د,40,53,وَلَقَدْ
ا ت ي,40,53,ءَاتَيْنَا
م و س,40,53,مُوسَى
ه د ي,40,53,الْهُدَى
و ر ث,40,53,وَأَوْرَثْنَا
ب ن و,40,53,بَنِي
ا س ر,40,53,إِسْرَاءِيلَ
ك ت ب,40,53,الْكِتَابَ
ه د ي,40,54,هُدًى
ذ ك ر,40,54,وَذِكْرَى
ا و ل,40,54,لِأُولِي
ل ب ب,40,54,الْأَلْبَابِ
ص ب ر,40,55,فَاصْبِرْ
ا ن ن,40,55,إِنَّ
و ع د,40,55,وَعْدَ
ا ل ه,40,55,اللَّهِ
ح ق ق,40,55,حَقٌّ
غ ف ر,40,55,وَاسْتَغْفِرْ
ذ ن ب,40,55,لِذَنْبِكَ
س ب ح,40,55,وَسَبِّحْ
ح م د,40,55,بِحَمْدِ
ر ب ب,40,55,رَبِّكَ
ع ش ي,40,55,بِالْعَشِيِّ
ب ك ر,40,55,وَالْإِبْكَارِ
ا ن ن,40,56,إِنَّ
ا ل ل ذ,40,56,الَّذِينَ
ج د ل,40,56,يُجَادِلُونَ
ف ي,40,56,فِي
ا ي ا,40,56,ءَايَاتِ
ا ل ه,40,56,اللَّهِ
غ ي ر,40,56,بِغَيْرِ
س ل ط,40,56,سُلْطَانٍ
ا ت ي,40,56,أَتَاهُمْ
ا ن,40,56,إِنْ
ف ي,40,56,فِي
ص د ر,40,56,صُدُورِهِمْ
ا ل ل ا,40,56,إِلَّا
ك ب ر,40,56,كِبْرٌ
م ا,40,56,مَا
ه م,40,56,هُمْ
ب ل غ,40,56,بِبَالِغِيهِ
ع و ذ,40,56,فَاسْتَعِذْ
ا ل ه,40,56,بِاللَّهِ
ا ن ن,40,56,إِنَّهُ
ه و,40,56,هُوَ
س م ع,40,56,السَّمِيعُ
ب ص ر,40,56,الْبَصِيرُ
خ ل ق,40,57,لَخَلْقُ
س م و,40,57,السَّمَاوَاتِ
ا ر ض,40,57,وَالْأَرْضِ
ك ب ر,40,57,أَكْبَرُ
م ن,40,57,مِنْ
خ ل ق,40,57,خَلْقِ
ن و س,40,57,النَّاسِ
ل ك ن,40,57,وَلَكِنَّ
ك ث ر,40,57,أَكْثَرَ
ن و س,40,57,النَّاسِ
ل ا,40,57,لَا
ع ل م,40,57,يَعْلَمُونَ
م ا,40,58,وَمَا
س و ي,40,58,يَسْتَوِي
ع م ي,40,58,الْأَعْمَى
ب ص ر,40,58,وَالْبَصِيرُ
ا ل ل ذ,40,58,وَالَّذِينَ
ا م ن,40,58,ءَامَنُوا
ع م ل,40,58,وَعَمِلُوا
ص ل ح,40,58,الصَّالِحَاتِ
ل ا,40,58,وَلَا
س و ا,40,58,الْمُسِيءُ
ق ل ل,40,58,قَلِيلًا
م ا,40,58,مَا
ذ ك ر,40,58,تَتَذَكَّرُونَ
ا ن ن,40,59,إِنَّ
س و ع,40,59,السَّاعَةَ
ا ت ي,40,59,لَءَاتِيَةٌ
ل ا,40,59,لَا
ر ي ب,40,59,رَيْبَ
ف ي,40,59,فِيهَا
ل ك ن,40,59,وَلَكِنَّ
ك ث ر,40,59,أَكْثَرَ
ن و س,40,59,النَّاسِ
ل ا,40,59,لَا
ا م ن,40,59,يُؤْمِنُونَ
ق و ل,40,60,وَقَالَ
ر ب ب,40,60,رَبُّكُمُ
د ع و,40,60,ادْعُونِي
ج و ب,40,60,أَسْتَجِبْ
ل,40,60,لَكُمْ
ا ن ن,40,60,إِنَّ
ا ل ل ذ,40,60,الَّذِينَ
ك ب ر,40,60,يَسْتَكْبِرُونَ
ع ن,40,60,عَنْ
ع ب د,40,60,عِبَادَتِي
د خ ل,40,60,سَيَدْخُلُونَ
ج ه ن م,40,60,جَهَنَّمَ
د خ ر,40,60,دَاخِرِينَ
ا ل ه,40,61,اللَّهُ
ا ل ل ذ,40,61,الَّذِي
ج ع ل,40,61,جَعَلَ
ل,40,61,لَكُمُ
ل ي ل,40,61,اللَّيْلَ
س ك ن,40,61,لِتَسْكُنُوا
ف ي,40,61,فِيهِ
ن ه ر,40,61,وَالنَّهَارَ
ب ص ر,40,61,مُبْصِرًا
ا ن ن,40,61,إِنَّ
ا ل ه,40,61,اللَّهَ
ذ و,40,61,لَذُو
ف ض ل,40,61,فَضْلٍ
ع ل ي,40,61,عَلَى
ن و س,40,61,النَّاسِ
ل ك ن,40,61,وَلَكِنَّ
ك ث ر,40,61,أَكْثَرَ
ن و س,40,61,النَّاسِ
ل ا,40,61,لَا
ش ك ر,40,61,يَشْكُرُونَ
ذ ل ك,40,62,ذَلِكُمُ
ا ل ه,40,62,اللَّهُ
ر ب ب,40,62,رَبُّكُمْ
خ ل ق,40,62,خَالِقُ
ك ل ل,40,62,كُلِّ
ش ي ا,40,62,شَيْءٍ
ل ا,40,62,لَا
ا ل ه,40,62,إِلَهَ
ا ل ل ا,40,62,إِلَّا
ه و,40,62,هُوَ
ا ن ن ي,40,62,فَأَنَّى
ا ف ك,40,62,تُؤْفَكُونَ
ذ ل ك,40,63,كَذَلِكَ
ا ف ك,40,63,يُؤْفَكُ
ا ل ل ذ,40,63,الَّذِينَ
ك و ن,40,63,كَانُوا
ا ي ا,40,63,بِءَايَاتِ
ا ل ه,40,63,اللَّهِ
ج ح د,40,63,يَجْحَدُونَ
ا ل ه,40,64,اللَّهُ
ا ل ل ذ,40,64,الَّذِي
ج ع ل,40,64,جَعَلَ
ل,40,64,لَكُمُ
ا ر ض,40,64,الْأَرْضَ
ق ر ر,40,64,قَرَارًا
س م و,40,64,وَالسَّمَاءَ
ب ن ا,40,64,بِنَاءً
ص و ر,40,64,وَصَوَّرَكُمْ
ح س ن,40,64,فَأَحْسَنَ
ص و ر,40,64,صُوَرَكُمْ
ر ز ق,40,64,وَرَزَقَكُمْ
م ن,40,64,مِنَ
ط ي ب,40,64,الطَّيِّبَاتِ
ذ ل ك,40,64,ذَلِكُمُ
ا ل ه,40,64,اللَّهُ
ر ب ب,40,64,رَبُّكُمْ
ب ر ك,40,64,فَتَبَارَكَ
ا ل ه,40,64,اللَّهُ
ر ب ب,40,64,رَبُّ
ع ل م,40,64,الْعَالَمِينَ
ه و,40,65,هُوَ
ح ي ي,40,65,الْحَيُّ
ل ا,40,65,لَا
ا ل ه,40,65,إِلَهَ
ا ل ل ا,40,65,إِلَّا
ه و,40,65,هُوَ
د ع و,40,65,فَادْعُوهُ
خ ل ص,40,65,مُخْلِصِينَ
ل,40,65,لَهُ
د ي ن,40,65,الدِّينَ
ح م د,40,65,الْحَمْدُ
ا ل ه,40,65,لِلَّهِ
ر ب ب,40,65,رَبِّ
ع ل م,40,65,الْعَالَمِينَ
ق و ل,40,66,قُلْ
ا ن ن,40,66,إِنِّي
ن ه ي,40,66,نُهِيتُ
ا ن,40,66,أَنْ
ع ب د,40,66,أَعْبُدَ
ا ل ل ذ,40,66,الَّذِينَ
د ع و,40,66,تَدْعُونَ
م ن,40,66,مِنْ
د و ن,40,66,دُونِ
ا ل ه,40,66,اللَّهِ
ل م م ا,40,66,لَمَّا
ج ي ا,40,66,جَاءَنِيَ
ب ي ن,40,66,الْبَيِّنَاتُ
م ن,40,66,مِنْ
ر ب ب,40,66,رَبِّي
ا م ر,40,66,وَأُمِرْتُ
ا ن,40,66,أَنْ
س ل م,40,66,أُسْلِمَ
ر ب ب,40,66,لِرَبِّ
ع ل م,40,66,الْعَالَمِينَ
ه و,40,67,هُوَ
ا ل ل ذ,40,67,الَّذِي
خ ل ق,40,67,خَلَقَكُمْ
م ن,40,67,مِنْ
ت ر ب,40,67,تُرَابٍ
ث م م,40,67,ثُمَّ
م ن,40,67,مِنْ
ن ط ف,40,67,نُطْفَةٍ
ث م م,40,67,ثُمَّ
م ن,40,67,مِنْ
ع ل ق,40,67,عَلَقَةٍ
ث م م,40,67,ثُمَّ
خ ر ج,40,67,يُخْرِجُكُمْ
ط ف ل,40,67,طِفْلًا
ث م م,40,67,ثُمَّ
ب ل غ,40,67,لِتَبْلُغُوا
ش د د,40,67,أَشُدَّكُمْ
ث م م,40,67,ثُمَّ
ك و ن,40,67,لِتَكُونُوا
ش ي خ,40,67,شُيُوخًا
م ن,40,67,وَمِنْكُمْ
م ن,40,67,مَنْ
و ف ي,40,67,يُتَوَفَّى
م ن,40,67,مِنْ
ق ب ل,40,67,قَبْلُ
ب ل غ,40,67,وَلِتَبْلُغُوا
ا ج ل,40,67,أَجَلًا
س م و,40,67,مُسَمًّى
ل ع ل ل,40,67,وَلَعَلَّكُمْ
ع ق ل,40,67,تَعْقِلُونَ
ه و,40,68,هُوَ
ا ل ل ذ,40,68,الَّذِي
ح ي ي,40,68,يُحْيِي
م و ت,40,68,وَيُمِيتُ
ا ذ ا,40,68,فَإِذَا
ق ض ي,40,68,قَضَى
ا م ر,40,68,أَمْرًا
ا ن ن م,40,68,فَإِنَّمَا
ق و ل,40,68,يَقُولُ
ل,40,68,لَهُ
ك و ن,40,68,كُنْ
ك و ن,40,68,فَيَكُونُ
ل م,40,69,أَلَمْ
ر ا ي,40,69,تَرَ
ا ل ي,40,69,إِلَى
ا ل ل ذ,40,69,الَّذِينَ
ج د ل,40,69,يُجَادِلُونَ
ف ي,40,69,فِي
ا ي ا,40,69,ءَايَاتِ
ا ل ه,40,69,اللَّهِ
ا ن ن ي,40,69,أَنَّى
ص ر ف,40,69,يُصْرَفُونَ
ا ل ل ذ,40,70,الَّذِينَ
ك ذ ب,40,70,كَذَّبُوا
ك ت ب,40,70,بِالْكِتَابِ
ب م ا,40,70,وَبِمَا
ر س ل,40,70,أَرْسَلْنَا
ب,40,70,بِهِ
ر س ل,40,70,رُسُلَنَا
س و ف,40,70,فَسَوْفَ
ع ل م,40,70,يَعْلَمُونَ
ا ذ,40,71,إِذِ
غ ل ل,40,71,الْأَغْلَالُ
ف ي,40,71,فِي
ع ن ق,40,71,أَعْنَاقِهِمْ
س ل س ل,40,71,وَالسَّلَاسِلُ
س ح ب,40,71,يُسْحَبُونَ
ف ي,40,72,فِي
ح م م,40,72,الْحَمِيمِ
ث م م,40,72,ثُمَّ
ف ي,40,72,فِي
ن و ر,40,72,النَّارِ
س ج ر,40,72,يُسْجَرُونَ
ث م م,40,73,ثُمَّ
ق و ل,40,73,قِيلَ
ل,40,73,لَهُمْ
ا ي ن,40,73,أَيْنَ
م ا,40,73,مَا
ك و ن,40,73,كُنْتُمْ
ش ر ك,40,73,تُشْرِكُونَ
م ن,40,74,مِنْ
د و ن,40,74,دُونِ
ا ل ه,40,74,اللَّهِ
ق و ل,40,74,قَالُوا
ض ل ل,40,74,ضَلُّوا
ع ن,40,74,عَنَّا
ب ل,40,74,بَلْ
ل م,40,74,لَمْ
ك و ن,40,74,نَكُنْ
د ع و,40,74,نَدْعُوا
م ن,40,74,مِنْ
ق ب ل,40,74,قَبْلُ
ش ي ا,40,74,شَيْئًا
ذ ل ك,40,74,كَذَلِكَ
ض ل ل,40,74,يُضِلُّ
ا ل ه,40,74,اللَّهُ
ك ف ر,40,74,الْكَافِرِينَ
ذ ل ك,40,75,ذَلِكُمْ
ب م ا,40,75,بِمَا
ك و ن,40,75,كُنْتُمْ
ف ر ح,40,75,تَفْرَحُونَ
ف ي,40,75,فِي
ا ر ض,40,75,الْأَرْضِ
غ ي ر,40,75,بِغَيْرِ
ح ق ق,40,75,الْحَقِّ
ب م ا,40,75,وَبِمَا
ك و ن,40,75,كُنْتُمْ
م ر ح,40,75,تَمْرَحُونَ
د خ ل,40,76,ادْخُلُوا
ب و ب,40,76,أَبْوَابَ
ج ه ن م,40,76,جَهَنَّمَ
خ ل د,40,76,خَالِدِينَ
ف ي,40,76,فِيهَا
ب ا س,40,76,فَبِئْسَ
ث و ي,40,76,مَثْوَى
ك ب ر,40,76,الْمُتَكَبِّرِينَ
ص ب ر,40,77,فَاصْبِرْ
ا ن ن,40,77,إِنَّ
و ع د,40,77,وَعْدَ
ا ل ه,40,77,اللَّهِ
ح ق ق,40,77,حَقٌّ
ا م م ا,40,77,فَإِمَّا
ر ا ي,40,77,نُرِيَنَّكَ
ب ع ض,40,77,بَعْضَ
ا ل ل ذ,40,77,الَّذِي
و ع د,40,77,نَعِدُهُمْ
ا و,40,77,أَوْ
و ف ي,40,77,نَتَوَفَّيَنَّكَ
ا ل ي,40,77,فَإِلَيْنَا
ر ج ع,40,77,يُرْجَعُونَ
ق د,40,78,وَلَقَدْ
ر س ل,40,78,أَرْسَلْنَا
ر س ل,40,78,رُسُلًا
م ن,40,78,مِنْ
ق ب ل,40,78,قَبْلِكَ
م ن,40,78,مِنْهُمْ
م ن,40,78,مَنْ
ق ص ص,40,78,قَصَصْنَا
ع ل ي,40,78,عَلَيْكَ
م ن,40,78,وَمِنْهُمْ
م ن,40,78,مَنْ
ل م,40,78,لَمْ
ق ص ص,40,78,نَقْصُصْ
ع ل ي,40,78,عَلَيْكَ
م ا,40,78,وَمَا
ك و ن,40,78,كَانَ
ر س ل,40,78,لِرَسُولٍ
ا ن,40,78,أَنْ
ا ت ي,40,78,يَأْتِيَ
ا ي ا,40,78,بِءَايَةٍ
ا ل ل ا,40,78,إِلَّا
ا ذ ن,40,78,بِإِذْنِ
ا ل ه,40,78,اللَّهِ
ا ذ ا,40,78,فَإِذَا
ج ي ا,40,78,جَاءَ
ا م ر,40,78,أَمْرُ
ا ل ه,40,78,اللَّهِ
ق ض ي,40,78,قُضِيَ
ح ق ق,40,78,بِالْحَقِّ
خ س ر,40,78,وَخَسِرَ
ه ن ك,40,78,هُنَالِكَ
ب ط ل,40,78,الْمُبْطِلُونَ
ا ل ه,40,79,اللَّهُ
ا ل ل ذ,40,79,الَّذِي
ج ع ل,40,79,جَعَلَ
ل,40,79,لَكُمُ
ن ع م,40,79,الْأَنْعَامَ
ر ك ب,40,79,لِتَرْكَبُوا
م ن,40,79,مِنْهَا
م ن,40,79,وَمِنْهَا
ا ك ل,40,79,تَأْكُلُونَ
ل,40,80,وَلَكُمْ
ف ي,40,80,فِيهَا
ن ف ع,40,80,مَنَافِعُ
ب ل غ,40,80,وَلِتَبْلُغُوا
ع ل ي,40,80,عَلَيْهَا
ح و ج,40,80,حَاجَةً
ف ي,40,80,فِي
ص د ر,40,80,صُدُورِكُمْ
ع ل ي,40,80,وَعَلَيْهَا
ع ل ي,40,80,وَعَلَى
ف ل ك,40,80,الْفُلْكِ
ح م ل,40,80,تُحْمَلُونَ
ر ا ي,40,81,وَيُرِيكُمْ
ا ي ا,40,81,ءَايَاتِهِ
ا ي ي,40,81,فَأَيَّ
ا ي ا,40,81,ءَايَاتِ
ا ل ه,40,81,اللَّهِ
ن ك ر,40,81,تُنْكِرُونَ
ل م,40,82,أَفَلَمْ
س ي ر,40,82,يَسِيرُوا
ف ي,40,82,فِي
ا ر ض,40,82,الْأَرْضِ
ن ظ ر,40,82,فَيَنْظُرُوا
ك ي ف,40,82,كَيْفَ
ك و ن,40,82,كَانَ
ع ق ب,40,82,عَاقِبَةُ
ا ل ل ذ,40,82,الَّذِينَ
م ن,40,82,مِنْ
ق ب ل,40,82,قَبْلِهِمْ
ك و ن,40,82,كَانُوا
ك ث ر,40,82,أَكْثَرَ
م ن,40,82,مِنْهُمْ
ش د د,40,82,وَأَشَدَّ
ق و ي,40,82,قُوَّةً
ا ث ر,40,82,وَءَاثَارًا
ف ي,40,82,فِي
ا ر ض,40,82,الْأَرْضِ
م ا,40,82,فَمَا
غ ن ي,40,82,أَغْنَى
ع ن,40,82,عَنْهُمْ
م ا,40,82,مَا
ك و ن,40,82,كَانُوا
ك س ب,40,82,يَكْسِبُونَ
ل م م ا,40,83,فَلَمَّا
ج ي ا,40,83,جَاءَتْهُمْ
ر س ل,40,83,رُسُلُهُمْ
ب ي ن,40,83,بِالْبَيِّنَاتِ
ف ر ح,40,83,فَرِحُوا
ب م ا,40,83,بِمَا
ع ن د,40,83,عِنْدَهُمْ
م ن,40,83,مِنَ
ع ل م,40,83,الْعِلْمِ
ح ي ق,40,83,وَحَاقَ
ب,40,83,بِهِمْ
م ا,40,83,مَا
